path,pred_label,confidence,p(Portraits),p(Protests),p(Casualities),p(Posts)
/content/drive/MyDrive/Data/Predict/454166307_852662476810239_2746464635730530344_n.jpg,notlabeled,0.4859,0.4859,0.0415,0.3121,0.1605
/content/drive/MyDrive/Data/Predict/453905274_1212378356437962_3934127682876462484_n.jpg,notlabeled,0.5717,0.2651,0.0781,0.5717,0.0851
/content/drive/MyDrive/Data/Predict/469246872_18042289526237475_4663067690493755759_n.jpg,notlabeled,0.5894,0.0702,0.1314,0.5894,0.209
/content/drive/MyDrive/Data/Predict/453535379_17896367220042107_2693868821868719344_n.jpg,notlabeled,0.3739,0.3739,0.1299,0.2175,0.2787
/content/drive/MyDrive/Data/Predict/469279317_18042289472237475_6958984084910718328_n.jpg,notlabeled,0.5891,0.1118,0.0969,0.5891,0.2023
/content/drive/MyDrive/Data/Predict/453908209_1037605877714307_5984372597173794842_n.heic,notlabeled,0.6267,0.0968,0.1303,0.1463,0.6267
/content/drive/MyDrive/Data/Predict/470136245_18479230051016903_4621617987808253896_n.jpg,notlabeled,0.3455,0.3245,0.1378,0.1921,0.3455
/content/drive/MyDrive/Data/Predict/453918506_1152910192667421_5635416850029953553_n.webp,notlabeled,0.2871,0.2784,0.2506,0.2871,0.1839
/content/drive/MyDrive/Data/Predict/453650652_18457381111048359_8569629367449319947_n.jpg,notlabeled,0.4138,0.4138,0.0792,0.1527,0.3542
/content/drive/MyDrive/Data/Predict/453906960_1096984535483999_2692928429192022742_n.heic,notlabeled,0.4253,0.2142,0.0716,0.2889,0.4253
/content/drive/MyDrive/Data/Predict/454052773_26540592712198512_4186049972306506034_n.jpg,notlabeled,0.4347,0.3663,0.0798,0.4347,0.1192
/content/drive/MyDrive/Data/Predict/454163318_8134077209983997_2151700164264940488_n.jpg,notlabeled,0.7845,0.0642,0.7845,0.0714,0.08
/content/drive/MyDrive/Data/Predict/469515507_17912260611025570_3255365654764014430_n.jpg,notlabeled,0.4104,0.0755,0.3048,0.2093,0.4104
/content/drive/MyDrive/Data/Predict/454015742_1187149005837050_8808532789320886095_n.jpg,notlabeled,0.768,0.0995,0.768,0.0713,0.0613
/content/drive/MyDrive/Data/Predict/453860359_845727384202569_7662520664234928299_n.jpg,notlabeled,0.4932,0.4932,0.0426,0.2772,0.187
/content/drive/MyDrive/Data/Predict/481083106_961616782726509_9191464748145948405_n.jpg,notlabeled,0.7894,0.1506,0.0264,0.0336,0.7894
/content/drive/MyDrive/Data/Predict/454138525_1717751138963797_4652923164991195095_n.jpg,notlabeled,0.6211,0.1864,0.067,0.6211,0.1255
/content/drive/MyDrive/Data/Predict/453900314_1221322638879138_7366701086459391041_n.jpg,Protests,0.8137,0.0413,0.8137,0.0906,0.0544
/content/drive/MyDrive/Data/Predict/453866725_348436348202755_5954554562920354294_n.jpg,notlabeled,0.6213,0.07,0.6213,0.1997,0.109
/content/drive/MyDrive/Data/Predict/468964479_18254189827259712_5660882856569439263_n.jpg,notlabeled,0.6674,0.1286,0.0891,0.1149,0.6674
/content/drive/MyDrive/Data/Predict/481045969_961616826059838_6950857100838142916_n.jpg,notlabeled,0.6492,0.1806,0.0816,0.0885,0.6492
/content/drive/MyDrive/Data/Predict/468659256_17889226245138532_6872212111330326171_n.jpg,Protests,0.834,0.0583,0.834,0.0666,0.0411
/content/drive/MyDrive/Data/Predict/454084628_464954346432893_3556823867626659798_n.jpg,notlabeled,0.5046,0.136,0.1078,0.5046,0.2516
/content/drive/MyDrive/Data/Predict/454223616_456222043918402_2124945158493808426_n.jpg,notlabeled,0.7026,0.1357,0.0484,0.1134,0.7026
/content/drive/MyDrive/Data/Predict/454026714_3614623358751149_7551802148721897840_n.jpg,notlabeled,0.5317,0.0846,0.1662,0.5317,0.2175
/content/drive/MyDrive/Data/Predict/469816620_18364565899142320_7451868539749490277_n.jpg,notlabeled,0.4495,0.1424,0.4495,0.2768,0.1314
/content/drive/MyDrive/Data/Predict/503211695_731388126086299_1464701755158713267_n.jpg,notlabeled,0.3246,0.2388,0.312,0.3246,0.1246
/content/drive/MyDrive/Data/Predict/453968146_1461297535265361_64549420414125741_n.jpg,notlabeled,0.5191,0.1015,0.1796,0.1999,0.5191
/content/drive/MyDrive/Data/Predict/453742715_17848416060260285_3052567000938857220_n.jpg,notlabeled,0.5317,0.5317,0.0577,0.3228,0.0878
/content/drive/MyDrive/Data/Predict/454099593_2341530419517341_2316847246002682376_n.webp,notlabeled,0.6603,0.2291,0.0549,0.0558,0.6603
/content/drive/MyDrive/Data/Predict/469983748_18456190336068267_7573468442612198613_n.jpg,notlabeled,0.4673,0.0442,0.4673,0.2634,0.2251
/content/drive/MyDrive/Data/Predict/453785918_1468593747153970_4973059299205537992_n.jpg,notlabeled,0.4862,0.3533,0.0692,0.0912,0.4862
/content/drive/MyDrive/Data/Predict/454236205_381762338283669_8356304817588478084_n.jpg,notlabeled,0.6196,0.1175,0.185,0.0779,0.6196
/content/drive/MyDrive/Data/Predict/469679544_18364565881142320_5011066084011061243_n.jpg,notlabeled,0.3639,0.1675,0.3639,0.3139,0.1548
/content/drive/MyDrive/Data/Predict/454140320_1736525610086730_8446796111079608525_n.jpg,notlabeled,0.4484,0.4484,0.0862,0.1427,0.3227
/content/drive/MyDrive/Data/Predict/453894248_8337549119602465_2717332080061902700_n.jpg,notlabeled,0.3964,0.3964,0.0661,0.27,0.2674
/content/drive/MyDrive/Data/Predict/453526000_8399794553365055_4795957024304187809_n.jpg,notlabeled,0.3508,0.1767,0.3508,0.2729,0.1996
/content/drive/MyDrive/Data/Predict/503741304_1405931137346640_9183821321325793700_n.jpg,notlabeled,0.4258,0.3572,0.1253,0.0916,0.4258
/content/drive/MyDrive/Data/Predict/454154922_1136404287430177_8487023429489018246_n.heic,notlabeled,0.4919,0.2383,0.0824,0.1874,0.4919
/content/drive/MyDrive/Data/Predict/469031942_18047889971283677_5630865671438646056_n.jpg,notlabeled,0.6456,0.1154,0.1739,0.0651,0.6456
/content/drive/MyDrive/Data/Predict/453842825_1062532128606544_2966287977558266414_n.webp,notlabeled,0.7185,0.1376,0.0711,0.0729,0.7185
/content/drive/MyDrive/Data/Predict/469822171_18127245409384875_5879439012283240171_n.jpg,notlabeled,0.6233,0.1486,0.1676,0.0605,0.6233
/content/drive/MyDrive/Data/Predict/453778345_1594536537796831_9161731477474996146_n.jpg,notlabeled,0.4957,0.0755,0.1453,0.2835,0.4957
/content/drive/MyDrive/Data/Predict/453901061_18457381078048359_2798646970669925451_n.jpg,notlabeled,0.6686,0.135,0.0748,0.1216,0.6686
/content/drive/MyDrive/Data/Predict/453724582_2153049661719287_3263475391485704864_n.jpg,notlabeled,0.489,0.489,0.1098,0.2526,0.1486
/content/drive/MyDrive/Data/Predict/454093634_1199338397774033_876819101227004962_n.jpg,notlabeled,0.5415,0.2362,0.1308,0.0915,0.5415
/content/drive/MyDrive/Data/Predict/469105623_18254190169259712_2918917136373115995_n.jpg,notlabeled,0.6478,0.1751,0.0832,0.0939,0.6478
/content/drive/MyDrive/Data/Predict/454019267_1017065436290750_1684071785735662348_n.jpg,notlabeled,0.3864,0.3864,0.0933,0.3736,0.1466
/content/drive/MyDrive/Data/Predict/453762028_1588739925022359_6109192675998224375_n.jpg,notlabeled,0.4935,0.2747,0.1077,0.4935,0.1241
/content/drive/MyDrive/Data/Predict/454003659_18113877079384875_7469348954334395836_n.jpg,notlabeled,0.4204,0.3469,0.1363,0.0963,0.4204
/content/drive/MyDrive/Data/Predict/453873442_18039219986059209_1124727363530610181_n.jpg,notlabeled,0.5682,0.0923,0.5682,0.1699,0.1696
/content/drive/MyDrive/Data/Predict/469823068_18456190186068267_7590326907496979400_n.jpg,notlabeled,0.4049,0.0527,0.4049,0.2633,0.2792
/content/drive/MyDrive/Data/Predict/453184811_18240898672284407_3221561453292426335_n.jpg,notlabeled,0.5529,0.0984,0.5529,0.1541,0.1946
/content/drive/MyDrive/Data/Predict/453507741_18008797238609480_5238343302765420592_n.jpg,notlabeled,0.3563,0.3563,0.0898,0.2068,0.3471
/content/drive/MyDrive/Data/Predict/469005095_18049740449101387_502884137166340129_n.jpg,notlabeled,0.6444,0.1407,0.1292,0.0857,0.6444
/content/drive/MyDrive/Data/Predict/454052308_1193096311823074_4056752610489691855_n.jpg,notlabeled,0.4184,0.4184,0.0954,0.3399,0.1464
/content/drive/MyDrive/Data/Predict/453700566_1641457269753093_5409503581549302179_n.jpg,notlabeled,0.5151,0.5151,0.1026,0.2492,0.1331
/content/drive/MyDrive/Data/Predict/453817379_1472300913443290_4452773604729689433_n.jpg,notlabeled,0.5767,0.1253,0.5767,0.1932,0.1048
/content/drive/MyDrive/Data/Predict/452985444_1024740429011301_6798319053335772187_n.jpg,notlabeled,0.5976,0.2157,0.0784,0.5976,0.1083
/content/drive/MyDrive/Data/Predict/454002942_473430765545064_564152464616882818_n.jpg,notlabeled,0.3997,0.2118,0.1171,0.2714,0.3997
/content/drive/MyDrive/Data/Predict/454034781_1044845160409014_5412157161144911171_n.jpg,notlabeled,0.7905,0.0689,0.0468,0.0939,0.7905
/content/drive/MyDrive/Data/Predict/453992877_1144731126602710_4842978247288020185_n.jpg,notlabeled,0.4515,0.4515,0.2909,0.0781,0.1795
/content/drive/MyDrive/Data/Predict/454090198_1190086675454913_5056643439235277629_n.webp,Portraits,0.8351,0.8351,0.0248,0.0379,0.1022
/content/drive/MyDrive/Data/Predict/469926139_18456190315068267_5503306152958763170_n.jpg,notlabeled,0.4512,0.0328,0.1498,0.4512,0.3662
/content/drive/MyDrive/Data/Predict/473033938_18478609072020833_5897914844156070615_n.jpg,notlabeled,0.6892,0.1335,0.0856,0.0917,0.6892
/content/drive/MyDrive/Data/Predict/453916098_1093111855607557_6107451907191182425_n.heic,notlabeled,0.3935,0.2469,0.1709,0.1887,0.3935
/content/drive/MyDrive/Data/Predict/453875236_500118735831678_8611804702635913124_n.heic,notlabeled,0.372,0.372,0.0816,0.251,0.2954
/content/drive/MyDrive/Data/Predict/453797123_519985220720202_2729488580490746121_n.jpg,notlabeled,0.4549,0.0991,0.4549,0.3217,0.1243
/content/drive/MyDrive/Data/Predict/453532994_2345451705833922_537966142358832900_n.jpg,notlabeled,0.4471,0.4471,0.0555,0.228,0.2694
/content/drive/MyDrive/Data/Predict/453707330_474916978486485_1112299427371950652_n.jpg,notlabeled,0.7341,0.1378,0.0382,0.0899,0.7341
/content/drive/MyDrive/Data/Predict/453977994_1218624119369066_4909957950773065890_n.heic,notlabeled,0.6693,0.1503,0.0754,0.105,0.6693
/content/drive/MyDrive/Data/Predict/472237524_18464387407071836_4310677355437999377_n.jpg,notlabeled,0.3773,0.1794,0.3773,0.1445,0.2988
/content/drive/MyDrive/Data/Predict/469047652_17875306359219493_3683480451508793311_n.jpg,notlabeled,0.5546,0.5546,0.1535,0.088,0.2039
/content/drive/MyDrive/Data/Predict/454016376_837039525040493_4131548438429155492_n.jpg,notlabeled,0.4561,0.0776,0.4561,0.1999,0.2664
/content/drive/MyDrive/Data/Predict/472231924_18481020841054076_4395906165543411403_n.jpg,notlabeled,0.4731,0.1489,0.1462,0.2319,0.4731
/content/drive/MyDrive/Data/Predict/481909636_961616902726497_6325709126875388890_n.jpg,notlabeled,0.7783,0.1503,0.021,0.0503,0.7783
/content/drive/MyDrive/Data/Predict/453270421_408835268327940_4827276484760158638_n.jpg,notlabeled,0.4296,0.3134,0.0898,0.4296,0.1672
/content/drive/MyDrive/Data/Predict/468659941_17889225990138532_3045194281631758971_n.jpg,notlabeled,0.434,0.2994,0.434,0.1479,0.1187
/content/drive/MyDrive/Data/Predict/453760709_1238792454203929_933809430981667800_n.jpg,notlabeled,0.6499,0.1743,0.0862,0.6499,0.0896
/content/drive/MyDrive/Data/Predict/469130867_18042289283237475_95849842692497699_n.jpg,notlabeled,0.5581,0.0453,0.1678,0.5581,0.2287
/content/drive/MyDrive/Data/Predict/453766681_849106000110329_2965807252262760103_n.webp,notlabeled,0.5747,0.5747,0.0237,0.1972,0.2044
/content/drive/MyDrive/Data/Predict/480697068_969167998613479_3025310039692710441_n.jpg,notlabeled,0.7815,0.128,0.0451,0.0454,0.7815
/content/drive/MyDrive/Data/Predict/453462503_471546699096491_6834090154262816726_n.jpg,notlabeled,0.5244,0.5244,0.2217,0.1238,0.1301
/content/drive/MyDrive/Data/Predict/469309312_18380377015108849_3736908707586587591_n.jpg,notlabeled,0.3348,0.1053,0.2437,0.3162,0.3348
/content/drive/MyDrive/Data/Predict/453992600_1726230448141125_5444308253448144619_n.webp,notlabeled,0.5531,0.1243,0.131,0.5531,0.1917
/content/drive/MyDrive/Data/Predict/453660356_854485179522405_6095811080951644861_n.jpg,notlabeled,0.3876,0.3876,0.1015,0.1467,0.3642
/content/drive/MyDrive/Data/Predict/453556701_511341524917631_8779965183263402012_n.jpg,notlabeled,0.3224,0.313,0.195,0.3224,0.1696
/content/drive/MyDrive/Data/Predict/453965058_1197699255015870_7856962177998448621_n.jpg,notlabeled,0.3507,0.2803,0.2485,0.1205,0.3507
/content/drive/MyDrive/Data/Predict/454004894_1227280948264495_5899661442591920588_n.jpg,notlabeled,0.764,0.0539,0.764,0.1186,0.0635
/content/drive/MyDrive/Data/Predict/472545308_18481020571054076_7471368115869365789_n.jpg,notlabeled,0.3614,0.3614,0.0942,0.3107,0.2338
/content/drive/MyDrive/Data/Predict/469533446_18042289469237475_2591130232575880110_n.jpg,notlabeled,0.5213,0.0877,0.1331,0.5213,0.2579
/content/drive/MyDrive/Data/Predict/454018452_1399477770720615_3967983062232175279_n.jpg,notlabeled,0.491,0.1787,0.0772,0.2531,0.491
/content/drive/MyDrive/Data/Predict/453901742_2503641663154672_8519177836947422513_n.webp,notlabeled,0.58,0.198,0.0514,0.58,0.1706
/content/drive/MyDrive/Data/Predict/469155163_18042289421237475_2578277312397868402_n.jpg,notlabeled,0.4451,0.1593,0.1696,0.2259,0.4451
/content/drive/MyDrive/Data/Predict/468995960_18047890292283677_645802938966555083_n.jpg,notlabeled,0.7391,0.0913,0.1226,0.047,0.7391
/content/drive/MyDrive/Data/Predict/453533212_1203204044056507_8509346474100181850_n.jpg,notlabeled,0.4711,0.3571,0.0782,0.0936,0.4711
/content/drive/MyDrive/Data/Predict/469345350_18042289466237475_344204438890768_n.jpg,notlabeled,0.5268,0.1163,0.1303,0.5268,0.2265
/content/drive/MyDrive/Data/Predict/468454840_18090380233504450_297574134023513204_n.jpg,notlabeled,0.4035,0.1812,0.1795,0.2358,0.4035
/content/drive/MyDrive/Data/Predict/468956217_17889226200138532_7045111171758226202_n.jpg,notlabeled,0.6278,0.085,0.6278,0.131,0.1561
/content/drive/MyDrive/Data/Predict/454096740_898690715431974_2922912343798659933_n.jpg,notlabeled,0.4491,0.4491,0.099,0.1771,0.2748
/content/drive/MyDrive/Data/Predict/453724915_7940160162705685_4804415888810503696_n.jpg,notlabeled,0.2879,0.2687,0.2004,0.243,0.2879
/content/drive/MyDrive/Data/Predict/454022027_798085819191609_8116274010909753296_n.webp,notlabeled,0.3487,0.1429,0.3487,0.3477,0.1606
/content/drive/MyDrive/Data/Predict/453760712_509885428387340_6344800719385444468_n.jpg,notlabeled,0.3122,0.2452,0.3122,0.3032,0.1394
/content/drive/MyDrive/Data/Predict/453768000_1062740402188371_7224963558927576105_n.webp,notlabeled,0.6349,0.6349,0.0217,0.1837,0.1598
/content/drive/MyDrive/Data/Predict/481079868_961616796059841_119079850125676678_n.jpg,notlabeled,0.783,0.1313,0.0325,0.0532,0.783
/content/drive/MyDrive/Data/Predict/453785938_1690709431665036_6831805153354125149_n.jpg,notlabeled,0.3875,0.3875,0.1411,0.2802,0.1912
/content/drive/MyDrive/Data/Predict/469020089_17889226167138532_293714441236250540_n.jpg,notlabeled,0.3874,0.375,0.3874,0.1356,0.102
/content/drive/MyDrive/Data/Predict/452971081_26559143950366063_1045751542630170876_n.jpg,notlabeled,0.3563,0.3563,0.0898,0.2068,0.3471
/content/drive/MyDrive/Data/Predict/469407284_17912260653025570_4251392556874911254_n.jpg,notlabeled,0.6289,0.0406,0.2728,0.0578,0.6289
/content/drive/MyDrive/Data/Predict/468731470_17889226152138532_592847660219533166_n.jpg,notlabeled,0.6282,0.0872,0.6282,0.156,0.1286
/content/drive/MyDrive/Data/Predict/453897586_541670448191027_3774776947596036422_n.jpg,notlabeled,0.4072,0.1778,0.0842,0.4072,0.3308
/content/drive/MyDrive/Data/Predict/469278801_18042289295237475_4118063211540047019_n.jpg,notlabeled,0.3928,0.1805,0.126,0.3007,0.3928
/content/drive/MyDrive/Data/Predict/454034790_1177868399924267_2280051626138847554_n.jpg,notlabeled,0.3452,0.2278,0.0847,0.3423,0.3452
/content/drive/MyDrive/Data/Predict/469755262_18456190225068267_2512044892965386691_n.jpg,notlabeled,0.4586,0.0394,0.4586,0.1615,0.3404
/content/drive/MyDrive/Data/Predict/452480999_523879713403289_8818034301528080064_n.jpg,notlabeled,0.7623,0.0699,0.7623,0.0869,0.0809
/content/drive/MyDrive/Data/Predict/453821023_1513504299263980_8715982103988645332_n.jpg,notlabeled,0.4112,0.4112,0.085,0.3869,0.1168
/content/drive/MyDrive/Data/Predict/469056232_18254190244259712_7244066063424670990_n.jpg,notlabeled,0.7013,0.095,0.108,0.0957,0.7013
/content/drive/MyDrive/Data/Predict/472299231_18464387398071836_7018008045759083062_n.jpg,notlabeled,0.5085,0.1848,0.5085,0.1208,0.1859
/content/drive/MyDrive/Data/Predict/453750509_18448137088062969_1653661917962455768_n.jpg,notlabeled,0.3399,0.1134,0.2636,0.2831,0.3399
/content/drive/MyDrive/Data/Predict/453778345_1025504192551804_4017300189032038357_n.jpg,notlabeled,0.6774,0.1292,0.102,0.0914,0.6774
/content/drive/MyDrive/Data/Predict/453596705_18001382894638436_5426423963972301350_n.jpg,Protests,0.8259,0.056,0.8259,0.0659,0.0522
/content/drive/MyDrive/Data/Predict/454162368_7896124940437202_5475932939160904064_n.jpg,notlabeled,0.5694,0.0614,0.1204,0.5694,0.2488
/content/drive/MyDrive/Data/Predict/468976663_18047890250283677_21856280208650391_n.jpg,notlabeled,0.6746,0.1272,0.1444,0.0538,0.6746
/content/drive/MyDrive/Data/Predict/472729592_18478608901020833_5919972292928858497_n.jpg,notlabeled,0.6459,0.1831,0.0929,0.0781,0.6459
/content/drive/MyDrive/Data/Predict/454004897_1145751936712637_4781479026441362640_n.jpg,notlabeled,0.3283,0.3283,0.071,0.2803,0.3203
/content/drive/MyDrive/Data/Predict/481056288_961616892726498_8363342174794276927_n.jpg,Posts,0.8046,0.1271,0.0309,0.0374,0.8046
/content/drive/MyDrive/Data/Predict/469057568_18254189968259712_6477466920566425915_n.jpg,notlabeled,0.6663,0.1733,0.059,0.1014,0.6663
/content/drive/MyDrive/Data/Predict/469977791_18456190471068267_7023862781195100243_n.jpg,notlabeled,0.4043,0.0595,0.3164,0.4043,0.2198
/content/drive/MyDrive/Data/Predict/454161591_1016241503479497_1201790726303547667_n.jpg,notlabeled,0.4653,0.3603,0.0873,0.087,0.4653
/content/drive/MyDrive/Data/Predict/453784533_1842337236252285_4921139886889242166_n.jpg,notlabeled,0.6923,0.0846,0.1393,0.0837,0.6923
/content/drive/MyDrive/Data/Predict/454090841_772070788457156_6531034221319057906_n.jpg,Protests,0.8525,0.0264,0.8525,0.0691,0.052
/content/drive/MyDrive/Data/Predict/454117309_481467264615731_5647302990135660442_n.jpg,notlabeled,0.6053,0.0589,0.1345,0.2013,0.6053
/content/drive/MyDrive/Data/Predict/473059871_18478609144020833_2286227032697649585_n.jpg,notlabeled,0.7199,0.0955,0.1038,0.0807,0.7199
/content/drive/MyDrive/Data/Predict/454052304_3088178887998713_4432747156360270193_n.jpg,notlabeled,0.5366,0.1807,0.1367,0.1461,0.5366
/content/drive/MyDrive/Data/Predict/469609955_18364564936142320_3322202650256780736_n.jpg,notlabeled,0.4284,0.1835,0.4284,0.2525,0.1356
/content/drive/MyDrive/Data/Predict/453967318_479577481374733_5909842670912541015_n.jpg,notlabeled,0.7026,0.0953,0.1266,0.0755,0.7026
/content/drive/MyDrive/Data/Predict/454086850_1255545335819528_4605977844563681378_n.jpg,notlabeled,0.7407,0.0453,0.7407,0.1089,0.1051
/content/drive/MyDrive/Data/Predict/453320353_504540215459617_6460854464340910818_n.jpg,notlabeled,0.6871,0.1158,0.0968,0.1003,0.6871
/content/drive/MyDrive/Data/Predict/453669364_1191766492164160_4532987877582121445_n.jpg,notlabeled,0.6961,0.0441,0.1722,0.6961,0.0876
/content/drive/MyDrive/Data/Predict/473010665_18478608934020833_320142827213125934_n.jpg,notlabeled,0.6069,0.1217,0.1935,0.0778,0.6069
/content/drive/MyDrive/Data/Predict/454246800_518710124022590_5286430109677985992_n.jpg,notlabeled,0.4261,0.1256,0.3194,0.1288,0.4261
/content/drive/MyDrive/Data/Predict/453968146_885717396255510_417794743781966630_n.heic,notlabeled,0.3442,0.2867,0.0993,0.2698,0.3442
/content/drive/MyDrive/Data/Predict/454155443_1554429958794969_2922350893176894206_n.jpg,notlabeled,0.4749,0.0879,0.4749,0.2491,0.1881
/content/drive/MyDrive/Data/Predict/468914104_17889226254138532_8013535337696041352_n.jpg,notlabeled,0.6535,0.186,0.6535,0.0961,0.0643
/content/drive/MyDrive/Data/Predict/468960377_18254190007259712_8060365173554370376_n.jpg,notlabeled,0.6556,0.1523,0.0724,0.1197,0.6556
/content/drive/MyDrive/Data/Predict/453214419_18448137070062969_6793395339535271399_n.jpg,notlabeled,0.4038,0.0565,0.3786,0.4038,0.1611
/content/drive/MyDrive/Data/Predict/451800382_468299666079172_4659874312980177452_n.jpg,notlabeled,0.2796,0.2796,0.278,0.1997,0.2427
/content/drive/MyDrive/Data/Predict/453888345_1279899039639471_6728967305582777139_n.jpg,notlabeled,0.4196,0.4196,0.1614,0.3215,0.0975
/content/drive/MyDrive/Data/Predict/453792443_1202135380978462_7736866902413671423_n.jpg,notlabeled,0.4106,0.4106,0.0852,0.1366,0.3676
/content/drive/MyDrive/Data/Predict/453882236_18457381123048359_7822422183859043697_n.jpg,notlabeled,0.393,0.3929,0.0764,0.1377,0.393
/content/drive/MyDrive/Data/Predict/468865713_17889226227138532_8898846785322658246_n.jpg,notlabeled,0.5858,0.2181,0.5858,0.1167,0.0794
/content/drive/MyDrive/Data/Predict/453622350_18240898651284407_541802293598983195_n.jpg,notlabeled,0.5484,0.0712,0.5484,0.2277,0.1527
/content/drive/MyDrive/Data/Predict/454174537_846073700452103_4796619623555918254_n.jpg,notlabeled,0.3853,0.1496,0.1232,0.3419,0.3853
/content/drive/MyDrive/Data/Predict/453756365_18017205473582186_3527050836109551327_n.jpg,notlabeled,0.6416,0.095,0.1387,0.6416,0.1246
/content/drive/MyDrive/Data/Predict/454027268_1005498687786823_3881047905992125419_n.jpg,notlabeled,0.347,0.2812,0.0793,0.2924,0.347
/content/drive/MyDrive/Data/Predict/470194641_18479229988016903_7399585347937457804_n.jpg,notlabeled,0.5258,0.2187,0.1187,0.1369,0.5258
/content/drive/MyDrive/Data/Predict/468835879_17889225936138532_3554760245881479207_n.jpg,notlabeled,0.7823,0.072,0.7823,0.1023,0.0434
/content/drive/MyDrive/Data/Predict/453820812_821497136749638_6674869707724984412_n.jpg,notlabeled,0.7567,0.0799,0.1021,0.7567,0.0613
/content/drive/MyDrive/Data/Predict/453776437_490711930213449_1783999543418560501_n.jpg,Portraits,0.8065,0.8065,0.048,0.053,0.0924
/content/drive/MyDrive/Data/Predict/469823648_18456190354068267_8619099325520467996_n.jpg,notlabeled,0.3868,0.0398,0.3868,0.3283,0.2452
/content/drive/MyDrive/Data/Predict/453743646_17861405163203210_3650660187045244762_n.jpg,notlabeled,0.473,0.473,0.0271,0.4278,0.0721
/content/drive/MyDrive/Data/Predict/469255368_18042289430237475_2545129081822699781_n.jpg,notlabeled,0.5676,0.2031,0.0736,0.1557,0.5676
/content/drive/MyDrive/Data/Predict/454034781_2159451341096411_6980073243767025163_n.heic,notlabeled,0.3711,0.0878,0.3012,0.3711,0.24
/content/drive/MyDrive/Data/Predict/481079668_961616866059834_5596571154354452801_n.jpg,notlabeled,0.7772,0.1455,0.0346,0.0427,0.7772
/content/drive/MyDrive/Data/Predict/469781878_18456190177068267_4968774395488239150_n.jpg,notlabeled,0.3755,0.0394,0.3755,0.3098,0.2752
/content/drive/MyDrive/Data/Predict/453879656_17896367244042107_1159533044403206756_n.jpg,notlabeled,0.4067,0.2664,0.1245,0.2024,0.4067
/content/drive/MyDrive/Data/Predict/469095838_18047889980283677_8630427912419285489_n.jpg,notlabeled,0.6937,0.1062,0.121,0.0791,0.6937
/content/drive/MyDrive/Data/Predict/453908208_401137115848485_8955277255563008948_n.jpg,notlabeled,0.7787,0.0356,0.7787,0.1102,0.0755
/content/drive/MyDrive/Data/Predict/453655991_1621310528726045_3649218379369508089_n.heic,notlabeled,0.5329,0.0448,0.3214,0.101,0.5329
/content/drive/MyDrive/Data/Predict/469824090_18456190504068267_5235305379436245269_n.jpg,notlabeled,0.3406,0.0768,0.3406,0.339,0.2437
/content/drive/MyDrive/Data/Predict/454002221_1132626371167448_6510474718575678503_n.jpg,notlabeled,0.3626,0.3374,0.0821,0.2178,0.3626
/content/drive/MyDrive/Data/Predict/453927965_18361717099108849_6813402844048139079_n.jpg,notlabeled,0.3119,0.2864,0.1048,0.2968,0.3119
/content/drive/MyDrive/Data/Predict/454161591_1170387747592384_6412990664977643765_n.jpg,notlabeled,0.6972,0.1029,0.6972,0.0916,0.1083
/content/drive/MyDrive/Data/Predict/454015845_1055700159274710_7231549200424890240_n.jpg,notlabeled,0.709,0.0388,0.709,0.1603,0.0919
/content/drive/MyDrive/Data/Predict/481084879_961616872726500_6380104431054947550_n.jpg,notlabeled,0.6367,0.1574,0.1382,0.0677,0.6367
/content/drive/MyDrive/Data/Predict/469107930_18254189830259712_221755611040244844_n.jpg,notlabeled,0.6816,0.1475,0.0802,0.0907,0.6816
/content/drive/MyDrive/Data/Predict/454029388_1206900847324061_2816368523403283974_n.jpg,notlabeled,0.3827,0.2986,0.1022,0.2165,0.3827
/content/drive/MyDrive/Data/Predict/453184857_18240898660284407_6788736047682539067_n.jpg,notlabeled,0.4991,0.0562,0.2672,0.1775,0.4991
/content/drive/MyDrive/Data/Predict/453876940_390822413634956_1753216114160071738_n.jpg,notlabeled,0.3451,0.3446,0.1658,0.1444,0.3451
/content/drive/MyDrive/Data/Predict/453650883_18455715667063802_3827859210307592715_n.jpg,notlabeled,0.7669,0.0693,0.0879,0.7669,0.0759
/content/drive/MyDrive/Data/Predict/472736836_18478609267020833_971678006709647178_n.jpg,notlabeled,0.5617,0.1717,0.1558,0.1108,0.5617
/content/drive/MyDrive/Data/Predict/453914473_2078003052616907_6767982220645479098_n.heic,notlabeled,0.5019,0.1061,0.2346,0.1574,0.5019
/content/drive/MyDrive/Data/Predict/453834551_1200664104413065_4613676806822469489_n.jpg,notlabeled,0.6105,0.1152,0.1156,0.1586,0.6105
/content/drive/MyDrive/Data/Predict/472707535_18481020622054076_1082384616966163792_n.jpg,notlabeled,0.383,0.2399,0.1015,0.2757,0.383
/content/drive/MyDrive/Data/Predict/453737613_18066436672601061_4591965570863272797_n.jpg,notlabeled,0.5549,0.0711,0.1308,0.2432,0.5549
/content/drive/MyDrive/Data/Predict/454039000_1029513255450848_2722268413800753673_n.jpg,notlabeled,0.6313,0.2199,0.0723,0.6313,0.0764
/content/drive/MyDrive/Data/Predict/453924208_1032676578237149_2320932316985110715_n.jpg,notlabeled,0.3457,0.189,0.1787,0.3457,0.2866
/content/drive/MyDrive/Data/Predict/453331508_463007299909355_3693121961261641958_n.jpg,notlabeled,0.4309,0.1203,0.1168,0.332,0.4309
