path,pred_label,confidence,p(Portraits),p(Protests),p(Casualities),p(Posts)
/content/drive/MyDrive/Data/Predict/454030206_824578663196465_1333779985885950475_n.jpg,notlabeled,0.3958,0.337,0.1013,0.1659,0.3958
/content/drive/MyDrive/Data/Predict/453706154_456920507166862_3136274452973280316_n.jpg,notlabeled,0.4018,0.3725,0.1071,0.1186,0.4018
/content/drive/MyDrive/Data/Predict/453484492_17919502226957769_67115791365453550_n.webp,notlabeled,0.3685,0.2502,0.2233,0.3685,0.1579
/content/drive/MyDrive/Data/Predict/453985679_18296545462161523_7725560321131602865_n.jpg,notlabeled,0.6587,0.1165,0.6587,0.1344,0.0903
/content/drive/MyDrive/Data/Predict/454013987_1210877450068955_2293051181826738679_n.heic,notlabeled,0.463,0.1478,0.463,0.2641,0.1251
/content/drive/MyDrive/Data/Predict/453903056_18036756422049090_5962846569962480375_n.jpg,notlabeled,0.3904,0.2643,0.0986,0.2466,0.3904
/content/drive/MyDrive/Data/Predict/453896194_18031498139473311_5209466278981160617_n.jpg,notlabeled,0.5371,0.216,0.0678,0.1791,0.5371
/content/drive/MyDrive/Data/Predict/454024588_2320941274910028_9102898980131606683_n.jpg,notlabeled,0.7305,0.7305,0.0401,0.0567,0.1727
/content/drive/MyDrive/Data/Predict/453773365_1161786458390461_760364582141693498_n.jpg,notlabeled,0.4259,0.1436,0.3215,0.109,0.4259
/content/drive/MyDrive/Data/Predict/453756373_17919502217957769_1701056883477687941_n.webp,notlabeled,0.3416,0.1953,0.2737,0.3416,0.1894
/content/drive/MyDrive/Data/Predict/474535388_18482747851022823_2284999273982416553_n.jpg,notlabeled,0.6912,0.1725,0.057,0.0793,0.6912
/content/drive/MyDrive/Data/Predict/453883031_18296545444161523_6524546314284776755_n.jpg,notlabeled,0.4897,0.2044,0.4897,0.1524,0.1535
/content/drive/MyDrive/Data/Predict/453770713_524040616734712_6242572467111181058_n.jpg,notlabeled,0.407,0.3117,0.407,0.1478,0.1334
/content/drive/MyDrive/Data/Predict/454080141_527524296512589_6707995007416217247_n.jpg,notlabeled,0.6188,0.2011,0.1012,0.6188,0.0789
/content/drive/MyDrive/Data/Predict/453883105_18296545405161523_7927433294487619123_n.jpg,notlabeled,0.7938,0.0574,0.7938,0.0867,0.0621
/content/drive/MyDrive/Data/Predict/453233550_511831374703250_2716242867856300752_n.jpg,notlabeled,0.412,0.3554,0.1257,0.107,0.412
/content/drive/MyDrive/Data/Predict/453711801_1012046473470097_8840207306891140797_n.jpg,notlabeled,0.7359,0.0659,0.1144,0.7359,0.0837
/content/drive/MyDrive/Data/Predict/453741512_17896385328042107_8099750256407962603_n.jpg,notlabeled,0.4677,0.4677,0.0804,0.1557,0.2962
/content/drive/MyDrive/Data/Predict/453870945_18296545471161523_3406066496502249993_n.jpg,notlabeled,0.3505,0.2353,0.3505,0.1827,0.2316
/content/drive/MyDrive/Data/Predict/469045848_18380377084108849_4461465919856260126_n.jpg,notlabeled,0.5461,0.2015,0.1442,0.1082,0.5461
/content/drive/MyDrive/Data/Predict/454017024_18296545414161523_8554524388595295748_n.jpg,notlabeled,0.3738,0.3738,0.2124,0.1982,0.2155
/content/drive/MyDrive/Data/Predict/452846995_17896385295042107_3186795230033550689_n.jpg,notlabeled,0.5748,0.5748,0.0936,0.1072,0.2244
/content/drive/MyDrive/Data/Predict/453743531_18331643497131980_1675578398170746641_n.jpg,notlabeled,0.4858,0.2164,0.1915,0.1063,0.4858
/content/drive/MyDrive/Data/Predict/453890458_466462852900984_3936986258543372590_n.jpg,notlabeled,0.6449,0.1459,0.1549,0.0543,0.6449
/content/drive/MyDrive/Data/Predict/453948756_26223022770646140_1013938467855016833_n.jpg,notlabeled,0.6249,0.2243,0.0453,0.1055,0.6249
/content/drive/MyDrive/Data/Predict/454155895_1649181422507722_2919719696461151978_n.heic,notlabeled,0.6455,0.2113,0.0586,0.0846,0.6455
/content/drive/MyDrive/Data/Predict/454151558_2499575003561798_6686129521870847393_n.jpg,Protests,0.8455,0.0468,0.8455,0.0609,0.0468
/content/drive/MyDrive/Data/Predict/454305706_380249328431589_6957321490701416655_n.jpg,notlabeled,0.554,0.554,0.0405,0.0386,0.367
/content/drive/MyDrive/Data/Predict/469660624_17891591196125113_4013969575994752631_n.jpg,notlabeled,0.4667,0.1794,0.19,0.1639,0.4667
/content/drive/MyDrive/Data/Predict/453334829_1684386305708082_5468709379027664863_n.jpg,notlabeled,0.3396,0.2936,0.0661,0.3396,0.3007
/content/drive/MyDrive/Data/Predict/469445963_17891591256125113_6943456123890114075_n.jpg,notlabeled,0.3892,0.1932,0.2464,0.1712,0.3892
/content/drive/MyDrive/Data/Predict/454211139_757687086375233_4700421958427559122_n.jpg,notlabeled,0.7048,0.7048,0.035,0.0676,0.1925
/content/drive/MyDrive/Data/Predict/469598080_17891591262125113_9117289124526658360_n.jpg,notlabeled,0.4254,0.1446,0.2765,0.1536,0.4254
/content/drive/MyDrive/Data/Predict/469618910_17891591112125113_8412451469976360996_n.jpg,notlabeled,0.3002,0.2134,0.1939,0.2925,0.3002
/content/drive/MyDrive/Data/Predict/454158872_420316680391173_8231863411015086099_n.jpg,notlabeled,0.5634,0.2055,0.1013,0.1297,0.5634
/content/drive/MyDrive/Data/Predict/454072945_353318767872942_6739625998541474096_n.jpg,notlabeled,0.4604,0.336,0.1035,0.1001,0.4604
/content/drive/MyDrive/Data/Predict/454153592_403045715683642_5336260079274608069_n.jpg,notlabeled,0.4376,0.3517,0.0762,0.1345,0.4376
/content/drive/MyDrive/Data/Predict/454093484_428559926869105_3756527018741296011_n.jpg,notlabeled,0.4325,0.4325,0.0633,0.1417,0.3625
/content/drive/MyDrive/Data/Predict/454152070_499855049398130_7530006818407684480_n.jpg,notlabeled,0.6236,0.6236,0.1184,0.1431,0.1149
/content/drive/MyDrive/Data/Predict/454367669_1428229151222048_6350941433177892209_n.jpg,notlabeled,0.6721,0.6721,0.1748,0.0812,0.0719
/content/drive/MyDrive/Data/Predict/454214235_18030796721181103_4725721915991514290_n.jpg,notlabeled,0.5428,0.331,0.0682,0.5428,0.058
/content/drive/MyDrive/Data/Predict/469384860_17891591283125113_6390377134626911928_n.jpg,notlabeled,0.4811,0.1506,0.2074,0.1609,0.4811
/content/drive/MyDrive/Data/Predict/453905278_946603070829822_6031200033308767575_n.jpg,notlabeled,0.7943,0.7943,0.0363,0.0601,0.1092
/content/drive/MyDrive/Data/Predict/454041968_1028529271564056_5320063163724393042_n.heic,notlabeled,0.5499,0.155,0.0705,0.2245,0.5499
/content/drive/MyDrive/Data/Predict/453557170_492241603504837_523085232815359568_n.jpg,notlabeled,0.4382,0.4382,0.0631,0.1518,0.3469
/content/drive/MyDrive/Data/Predict/454123024_859935518940318_4863783415022057334_n.jpg,notlabeled,0.7912,0.7912,0.0392,0.0716,0.098
/content/drive/MyDrive/Data/Predict/454142684_880132680828545_2729864384814856351_n.jpg,notlabeled,0.7755,0.7755,0.0425,0.0965,0.0855
/content/drive/MyDrive/Data/Predict/454233409_1544974499388242_490960183292065203_n.jpg,notlabeled,0.4714,0.2128,0.1162,0.4714,0.1996
/content/drive/MyDrive/Data/Predict/453889076_415650138163058_7453864645055688149_n.jpg,notlabeled,0.5357,0.3056,0.0643,0.0944,0.5357
/content/drive/MyDrive/Data/Predict/454258682_2852765554888897_6860779343863264597_n.jpg,notlabeled,0.3977,0.2004,0.1322,0.3977,0.2697
/content/drive/MyDrive/Data/Predict/453897591_904326945067785_4610558460218220366_n.jpg,notlabeled,0.4044,0.4044,0.0622,0.133,0.4003
/content/drive/MyDrive/Data/Predict/454041977_1414847449213928_635854723422256462_n.jpg,notlabeled,0.3716,0.3698,0.0535,0.3716,0.2051
/content/drive/MyDrive/Data/Predict/454230623_516041570906355_869163150952333096_n.jpg,notlabeled,0.6729,0.6729,0.0425,0.0537,0.2309
/content/drive/MyDrive/Data/Predict/454041044_17904104724007502_7627459759957600887_n.jpg,notlabeled,0.7263,0.0869,0.1544,0.7263,0.0324
/content/drive/MyDrive/Data/Predict/469482547_17891591220125113_7462827198017120323_n.jpg,notlabeled,0.3602,0.1579,0.2849,0.1971,0.3602
/content/drive/MyDrive/Data/Predict/469559216_17891591277125113_6394222029293980666_n.jpg,notlabeled,0.4035,0.1707,0.2037,0.2221,0.4035
/content/drive/MyDrive/Data/Predict/454002873_1177649796830849_7652763870403562797_n.jpg,notlabeled,0.333,0.1384,0.2111,0.3175,0.333
/content/drive/MyDrive/Data/Predict/503243381_1781717562383329_1033242054475007649_n.jpg,notlabeled,0.4618,0.1682,0.2182,0.1518,0.4618
/content/drive/MyDrive/Data/Predict/454367670_788982973316973_3040781355178954262_n.jpg,notlabeled,0.3231,0.1244,0.3231,0.3059,0.2466
/content/drive/MyDrive/Data/Predict/454093975_516121997752084_8450234742842518121_n.jpg,notlabeled,0.5607,0.5607,0.062,0.0682,0.3091
/content/drive/MyDrive/Data/Predict/454280678_2609293035910094_4530250054426055200_n.heic,notlabeled,0.771,0.1244,0.0393,0.0652,0.771
/content/drive/MyDrive/Data/Predict/454241028_513416444471640_7333156695187406069_n.jpg,notlabeled,0.4953,0.3342,0.0582,0.4953,0.1123
/content/drive/MyDrive/Data/Predict/454434395_1405347276807996_25979669182826529_n.jpg,notlabeled,0.644,0.644,0.0842,0.1991,0.0726
/content/drive/MyDrive/Data/Predict/454235930_519740977188912_5473729475879708874_n.jpg,notlabeled,0.4864,0.4864,0.0638,0.1363,0.3135
/content/drive/MyDrive/Data/Predict/454305703_377400508441148_9137678100338170596_n.jpg,notlabeled,0.4618,0.1682,0.2182,0.1518,0.4618
/content/drive/MyDrive/Data/Predict/469372966_18323444953082170_3894235637636500164_n.jpg,notlabeled,0.7973,0.1351,0.0227,0.045,0.7973
/content/drive/MyDrive/Data/Predict/453932702_1029098021522518_565708966671365447_n.jpg,notlabeled,0.7013,0.1905,0.041,0.0672,0.7013
/content/drive/MyDrive/Data/Predict/454395559_1200389991099986_796908529392372749_n.jpg,notlabeled,0.6557,0.0576,0.1238,0.1628,0.6557
/content/drive/MyDrive/Data/Predict/468734002_18089563585518946_1745436284010208532_n.jpg,notlabeled,0.708,0.089,0.0861,0.1168,0.708
/content/drive/MyDrive/Data/Predict/473545114_18487933225037644_6204993008832212593_n.jpg,notlabeled,0.5772,0.1367,0.0956,0.1905,0.5772
/content/drive/MyDrive/Data/Predict/454121959_1208809513581360_2868120607408680451_n.jpg,notlabeled,0.578,0.578,0.1067,0.2075,0.1079
/content/drive/MyDrive/Data/Predict/454159859_1184464289486206_1773442667557063184_n.jpg,notlabeled,0.4887,0.0905,0.2863,0.1345,0.4887
/content/drive/MyDrive/Data/Predict/469374810_18042206423271930_8665063300173426778_n.jpg,Posts,0.8171,0.0599,0.0563,0.0666,0.8171
/content/drive/MyDrive/Data/Predict/454360380_1170880310827135_2132878550874091898_n.jpg,notlabeled,0.5821,0.2162,0.0671,0.1346,0.5821
/content/drive/MyDrive/Data/Predict/454377075_1497782034171866_2221622798736428979_n.jpg,notlabeled,0.4064,0.3653,0.138,0.4064,0.0903
/content/drive/MyDrive/Data/Predict/454283395_481344901502586_1783704309541157954_n.jpg,notlabeled,0.4923,0.4923,0.2297,0.1491,0.1289
/content/drive/MyDrive/Data/Predict/454091201_348726728283693_6648528135108513889_n.jpg,notlabeled,0.5253,0.0894,0.5253,0.277,0.1083
/content/drive/MyDrive/Data/Predict/454134622_1397772374251343_2891867914048422289_n.jpg,notlabeled,0.7422,0.1203,0.0523,0.0851,0.7422
/content/drive/MyDrive/Data/Predict/468812642_18089563753518946_163050784608199240_n.jpg,notlabeled,0.542,0.0808,0.1535,0.2237,0.542
/content/drive/MyDrive/Data/Predict/468784521_18089563705518946_9222269001302864796_n.jpg,notlabeled,0.5728,0.1076,0.1392,0.1804,0.5728
/content/drive/MyDrive/Data/Predict/454164784_1206432750493382_5343681358329872317_n.jpg,notlabeled,0.4561,0.2257,0.0832,0.235,0.4561
/content/drive/MyDrive/Data/Predict/468639700_17948863550885589_6454296014326792173_n.jpg,notlabeled,0.515,0.052,0.3151,0.118,0.515
/content/drive/MyDrive/Data/Predict/470185590_18352345048131963_5189486875753262840_n.jpg,notlabeled,0.6716,0.6716,0.059,0.0823,0.187
/content/drive/MyDrive/Data/Predict/468775619_18089563825518946_2646459188122684277_n.jpg,notlabeled,0.381,0.1104,0.1803,0.3283,0.381
/content/drive/MyDrive/Data/Predict/454282299_1120766896084589_530761520981637086_n.jpg,notlabeled,0.4528,0.4528,0.2689,0.1558,0.1225
/content/drive/MyDrive/Data/Predict/454173892_398467566143663_5218084205037514521_n.jpg,notlabeled,0.5533,0.5533,0.0345,0.2995,0.1127
/content/drive/MyDrive/Data/Predict/470665521_18475261645023409_8734789462054337187_n.jpg,notlabeled,0.5117,0.22,0.2064,0.0619,0.5117
/content/drive/MyDrive/Data/Predict/454152586_1149679289533183_4194780548438731894_n.jpg,notlabeled,0.4137,0.4137,0.2993,0.0783,0.2088
/content/drive/MyDrive/Data/Predict/468659784_17888605779115362_5106127459777616896_n.jpg,notlabeled,0.6697,0.0343,0.2342,0.0618,0.6697
/content/drive/MyDrive/Data/Predict/454032808_8110933382278148_7178429360410958798_n.jpg,notlabeled,0.4151,0.094,0.2738,0.4151,0.2172
/content/drive/MyDrive/Data/Predict/453834554_508205488440204_2469464974008029549_n.jpg,notlabeled,0.6932,0.0904,0.112,0.1044,0.6932
/content/drive/MyDrive/Data/Predict/454161588_710401027899453_7852071097561310600_n.jpg,notlabeled,0.4487,0.0815,0.3753,0.0945,0.4487
/content/drive/MyDrive/Data/Predict/454289845_1268370400812839_232883375395468645_n.jpg,notlabeled,0.4343,0.0656,0.4343,0.2631,0.237
/content/drive/MyDrive/Data/Predict/468740192_17948863388885589_5856393630595274173_n.jpg,notlabeled,0.3942,0.0905,0.3426,0.1726,0.3942
/content/drive/MyDrive/Data/Predict/454317392_855614902727447_4364917425669253466_n.jpg,notlabeled,0.494,0.0942,0.1418,0.494,0.27
/content/drive/MyDrive/Data/Predict/454360377_1189023528802505_8112073324578518935_n.jpg,notlabeled,0.594,0.1293,0.1034,0.1734,0.594
/content/drive/MyDrive/Data/Predict/454118617_1281808559854208_2253002094182654525_n.jpg,notlabeled,0.3171,0.1115,0.3171,0.2808,0.2906
/content/drive/MyDrive/Data/Predict/468775528_17948863562885589_4110466742212896182_n.jpg,notlabeled,0.5182,0.0395,0.5182,0.0866,0.3557
/content/drive/MyDrive/Data/Predict/454183099_1423436668366703_8404928376424187995_n.jpg,notlabeled,0.7951,0.7951,0.0556,0.0705,0.0789
/content/drive/MyDrive/Data/Predict/454160386_1412010182796887_5923134962326485946_n.jpg,notlabeled,0.6687,0.1546,0.1064,0.0703,0.6687
/content/drive/MyDrive/Data/Predict/454189664_17896532412042107_1720991093999112226_n.jpg,notlabeled,0.706,0.1258,0.0825,0.0858,0.706
/content/drive/MyDrive/Data/Predict/454288887_1193285355345630_7197468680005159606_n.webp,notlabeled,0.5678,0.1277,0.1638,0.1407,0.5678
/content/drive/MyDrive/Data/Predict/454162203_4359708940922041_2712759604392294031_n.heic,notlabeled,0.5849,0.5849,0.1099,0.1698,0.1354
/content/drive/MyDrive/Data/Predict/454157800_1244192270261046_6529913111915493038_n.jpg,notlabeled,0.7566,0.0598,0.1163,0.0673,0.7566
/content/drive/MyDrive/Data/Predict/454267638_526964976651965_5110462926462048853_n.jpg,notlabeled,0.3685,0.3226,0.1628,0.3685,0.146
/content/drive/MyDrive/Data/Predict/454042827_2426749921049455_6410101292766727540_n.jpg,notlabeled,0.4554,0.1179,0.1117,0.4554,0.3149
/content/drive/MyDrive/Data/Predict/453967032_817598603466593_174194435204010964_n.jpg,notlabeled,0.3822,0.3822,0.1573,0.2637,0.1968
/content/drive/MyDrive/Data/Predict/454158872_1905393886572188_3299744988823702792_n.jpg,notlabeled,0.7417,0.7417,0.0545,0.1263,0.0775
/content/drive/MyDrive/Data/Predict/454406696_1466004730705536_7459052233994853556_n.jpg,notlabeled,0.4436,0.1384,0.0624,0.3555,0.4436
/content/drive/MyDrive/Data/Predict/454347143_8175526009159870_2269160533652463939_n.jpg,notlabeled,0.476,0.2098,0.0597,0.2545,0.476
/content/drive/MyDrive/Data/Predict/454216502_1033828701666183_8769074386093258345_n.jpg,notlabeled,0.5849,0.121,0.1984,0.0957,0.5849
/content/drive/MyDrive/Data/Predict/454352246_1498339850817502_2310703375599310238_n.jpg,notlabeled,0.7569,0.1438,0.0557,0.0436,0.7569
/content/drive/MyDrive/Data/Predict/454183101_1208418316969760_2418212714269940240_n.jpg,notlabeled,0.7591,0.7591,0.0465,0.0675,0.1269
/content/drive/MyDrive/Data/Predict/454091692_1288019452363374_29226370684477653_n.jpg,notlabeled,0.4549,0.0991,0.4549,0.3217,0.1243
/content/drive/MyDrive/Data/Predict/454090839_779055250969426_4698715906440086079_n.jpg,notlabeled,0.7667,0.1253,0.0451,0.0629,0.7667
/content/drive/MyDrive/Data/Predict/454047067_537892911902453_6602546318488426807_n.jpg,notlabeled,0.4728,0.1687,0.4728,0.2464,0.1121
/content/drive/MyDrive/Data/Predict/454253661_866984295276602_7834828879653892952_n.webp,notlabeled,0.6701,0.1662,0.0599,0.1038,0.6701
/content/drive/MyDrive/Data/Predict/454155583_369162502888626_4289615052216578871_n.jpg,notlabeled,0.7175,0.1068,0.068,0.1076,0.7175
/content/drive/MyDrive/Data/Predict/453951984_1024618482404466_6889324641553620465_n.jpg,notlabeled,0.3394,0.1243,0.2161,0.3203,0.3394
/content/drive/MyDrive/Data/Predict/453766679_430291390012922_7813378299265565392_n.jpg,notlabeled,0.3159,0.2035,0.2611,0.2195,0.3159
/content/drive/MyDrive/Data/Predict/454291155_406652488572355_3902230822423753292_n.jpg,notlabeled,0.4835,0.0885,0.1972,0.2308,0.4835
/content/drive/MyDrive/Data/Predict/454007244_8170484649678270_5818561424466116424_n.jpg,notlabeled,0.4755,0.4755,0.0798,0.0947,0.3501
/content/drive/MyDrive/Data/Predict/454090200_1007955690790981_2319558099375611422_n.jpg,notlabeled,0.4278,0.118,0.2737,0.1806,0.4278
/content/drive/MyDrive/Data/Predict/454160094_3329114917392999_2302438638003383969_n.heic,notlabeled,0.7078,0.035,0.1093,0.1479,0.7078
/content/drive/MyDrive/Data/Predict/454275453_1678534613000986_4153237398160121828_n.heic,notlabeled,0.7652,0.0725,0.1189,0.0434,0.7652
/content/drive/MyDrive/Data/Predict/454004897_470765382244845_3345758857490356005_n.jpg,notlabeled,0.4027,0.3113,0.0621,0.4027,0.2239
/content/drive/MyDrive/Data/Predict/454052655_2507007659492235_4913898871296600913_n.webp,notlabeled,0.4568,0.2398,0.1495,0.1539,0.4568
/content/drive/MyDrive/Data/Predict/454289851_499314225803168_8342499658166301782_n.jpg,Portraits,0.8194,0.8194,0.0459,0.0556,0.079
/content/drive/MyDrive/Data/Predict/468709152_18089563582518946_8805117039594372319_n.jpg,notlabeled,0.4663,0.0666,0.1023,0.3648,0.4663
/content/drive/MyDrive/Data/Predict/454090841_982389250296418_3734216441914725497_n.jpg,notlabeled,0.6808,0.0662,0.1243,0.1287,0.6808
/content/drive/MyDrive/Data/Predict/454035163_1566065717665428_7928536731826590206_n.jpg,notlabeled,0.5151,0.1215,0.0963,0.267,0.5151
/content/drive/MyDrive/Data/Predict/456691009_3405700846401766_5230065055392046801_n.jpg,notlabeled,0.7562,0.7562,0.0335,0.0952,0.1151
/content/drive/MyDrive/Data/Predict/453643518_1031619567889794_2375949875042820009_n.jpg,notlabeled,0.656,0.0693,0.656,0.1937,0.081
/content/drive/MyDrive/Data/Predict/454284637_2142315872818701_7334393621467414009_n.webp,notlabeled,0.2741,0.266,0.2741,0.2673,0.1926
/content/drive/MyDrive/Data/Predict/454155443_466421533016281_3273637708824556821_n.jpg,notlabeled,0.6933,0.0698,0.1183,0.1187,0.6933
/content/drive/MyDrive/Data/Predict/504077958_1257446462447306_4171629499008600312_n.jpg,notlabeled,0.4038,0.4038,0.1116,0.2142,0.2704
/content/drive/MyDrive/Data/Predict/454284631_1193464218451994_3268057856605179446_n.jpg,notlabeled,0.7305,0.1725,0.0459,0.051,0.7305
/content/drive/MyDrive/Data/Predict/454138946_1534986674117950_2349778060226467062_n.jpg,notlabeled,0.4838,0.0412,0.4838,0.0769,0.3982
/content/drive/MyDrive/Data/Predict/453895022_2453733791489501_8506919960839710186_n.jpg,notlabeled,0.4222,0.175,0.4222,0.2353,0.1675
/content/drive/MyDrive/Data/Predict/454168183_3740193846219678_5201097921651525169_n.jpg,notlabeled,0.4027,0.1724,0.1969,0.2281,0.4027
/content/drive/MyDrive/Data/Predict/454001119_17861052561206856_3862042757057502201_n.jpg,notlabeled,0.6447,0.1287,0.1354,0.0912,0.6447
/content/drive/MyDrive/Data/Predict/454154924_848499780156726_1966352927024410555_n.jpg,notlabeled,0.7291,0.0692,0.1002,0.1014,0.7291
/content/drive/MyDrive/Data/Predict/454145535_1022772499572107_3416583828336734313_n.jpg,notlabeled,0.6533,0.6533,0.1429,0.0765,0.1273
/content/drive/MyDrive/Data/Predict/454028268_1154311979203558_7939569818840087019_n.jpg,notlabeled,0.3917,0.1546,0.1222,0.3315,0.3917
/content/drive/MyDrive/Data/Predict/454031554_867215495342908_6469526671264496733_n.jpg,notlabeled,0.4884,0.2765,0.0309,0.4884,0.2042
/content/drive/MyDrive/Data/Predict/454338626_2409278679271507_1296978711642009057_n.jpg,notlabeled,0.5138,0.108,0.164,0.2142,0.5138
/content/drive/MyDrive/Data/Predict/468954027_17948863577885589_6362011996228592471_n.jpg,notlabeled,0.6175,0.0724,0.1951,0.115,0.6175
/content/drive/MyDrive/Data/Predict/468773982_18089563801518946_2569558578235938452_n.jpg,notlabeled,0.3241,0.234,0.2262,0.2158,0.3241
/content/drive/MyDrive/Data/Predict/454141534_900458132123843_4462277273588965068_n.jpg,notlabeled,0.5531,0.1284,0.1361,0.1824,0.5531
/content/drive/MyDrive/Data/Predict/454284569_1282114689840032_8699508278968105040_n.jpg,notlabeled,0.6125,0.0869,0.1765,0.1241,0.6125
/content/drive/MyDrive/Data/Predict/454160609_1027454329380150_1897146797567982863_n.jpg,notlabeled,0.5035,0.3111,0.0751,0.1103,0.5035
/content/drive/MyDrive/Data/Predict/454289854_999958935161910_6237673794442972207_n.jpg,notlabeled,0.3868,0.0519,0.2295,0.3868,0.3319
/content/drive/MyDrive/Data/Predict/454215351_777691964440567_3878070025812129837_n.jpg,notlabeled,0.7624,0.7624,0.0652,0.0751,0.0974
/content/drive/MyDrive/Data/Predict/454045775_1140857853643593_811124719219971247_n.webp,notlabeled,0.4897,0.4897,0.1602,0.1728,0.1772
/content/drive/MyDrive/Data/Predict/452784018_3674985086086842_1963270110794957686_n.jpg,notlabeled,0.4945,0.0784,0.2421,0.185,0.4945
/content/drive/MyDrive/Data/Predict/454145563_513410237770837_5713168998175108046_n.jpg,notlabeled,0.4073,0.1756,0.4073,0.2908,0.1263
/content/drive/MyDrive/Data/Predict/454156113_364115450066094_4490841658944891678_n.heic,notlabeled,0.7157,0.1056,0.0668,0.1119,0.7157
/content/drive/MyDrive/Data/Predict/454235298_18114012610384875_1193049783485410925_n.jpg,notlabeled,0.5354,0.5354,0.1283,0.1193,0.217
/content/drive/MyDrive/Data/Predict/453886488_999094958564367_1475278747659971818_n.jpg,notlabeled,0.5767,0.1253,0.5767,0.1932,0.1048
/content/drive/MyDrive/Data/Predict/454250819_1144518716809877_6497304184130126071_n.jpg,notlabeled,0.3718,0.315,0.1364,0.3718,0.1768
/content/drive/MyDrive/Data/Predict/468809922_17948863547885589_337722385112009859_n.jpg,notlabeled,0.6685,0.0767,0.1675,0.0873,0.6685
/content/drive/MyDrive/Data/Predict/454141668_343823355469875_1255374040170451694_n.jpg,notlabeled,0.6668,0.1319,0.084,0.6668,0.1173
/content/drive/MyDrive/Data/Predict/453901440_2730874277088453_7035837409691913315_n.jpg,Posts,0.8009,0.0641,0.0255,0.1095,0.8009
/content/drive/MyDrive/Data/Predict/454157810_1172481190689526_4997928631506551151_n.jpg,notlabeled,0.5795,0.5795,0.0849,0.2288,0.1068
/content/drive/MyDrive/Data/Predict/454062965_1241974066964303_5005637678486771373_n.jpg,notlabeled,0.6486,0.0627,0.1741,0.1145,0.6486
/content/drive/MyDrive/Data/Predict/454041977_1652797855500405_5740212300542273238_n.jpg,notlabeled,0.4225,0.1474,0.1936,0.2365,0.4225
/content/drive/MyDrive/Data/Predict/454163829_865174062343104_3255082137851996180_n.jpg,notlabeled,0.6101,0.6101,0.0917,0.1572,0.141
/content/drive/MyDrive/Data/Predict/454147374_857583869767614_3416165094807074854_n.jpg,notlabeled,0.3556,0.0723,0.3556,0.32,0.252
/content/drive/MyDrive/Data/Predict/454041792_1037171084741565_7122722945246257325_n.jpg,notlabeled,0.4915,0.0486,0.2451,0.2147,0.4915
/content/drive/MyDrive/Data/Predict/454280007_2018833691884788_4100951885950291634_n.jpg,notlabeled,0.775,0.1344,0.0522,0.0384,0.775
/content/drive/MyDrive/Data/Predict/454401121_1067753791433724_7142395977112463459_n.jpg,notlabeled,0.332,0.0998,0.2982,0.2701,0.332
/content/drive/MyDrive/Data/Predict/454151556_524553753333488_545498702734347491_n.heic,notlabeled,0.65,0.0582,0.129,0.1628,0.65
/content/drive/MyDrive/Data/Predict/454265684_463964279933183_6996650761115963531_n.jpg,notlabeled,0.4049,0.2485,0.0876,0.259,0.4049
/content/drive/MyDrive/Data/Predict/468750671_18089563738518946_7625318114810643664_n.jpg,notlabeled,0.4928,0.0865,0.1608,0.2599,0.4928
/content/drive/MyDrive/Data/Predict/454035160_502254315514757_2751814462966303913_n.jpg,notlabeled,0.427,0.2635,0.0642,0.427,0.2453
/content/drive/MyDrive/Data/Predict/454310561_1122415888851080_7753877185719366235_n.jpg,notlabeled,0.5444,0.1056,0.2082,0.1418,0.5444
/content/drive/MyDrive/Data/Predict/453768006_1220712015774953_4847817990376275384_n.jpg,notlabeled,0.5252,0.5252,0.0812,0.1284,0.2653
/content/drive/MyDrive/Data/Predict/454230633_1817477125426460_7378441400300564605_n.jpg,notlabeled,0.5311,0.5311,0.0601,0.2381,0.1707
/content/drive/MyDrive/Data/Predict/454275466_1428629114564010_975162541369115980_n.jpg,notlabeled,0.703,0.0363,0.1093,0.1514,0.703
/content/drive/MyDrive/Data/Predict/454239191_449386424755376_5869091095097828016_n.jpg,notlabeled,0.4929,0.4929,0.1149,0.1673,0.2249
/content/drive/MyDrive/Data/Predict/468853548_18089563813518946_9161036837314698975_n.jpg,notlabeled,0.297,0.2268,0.1921,0.284,0.297
/content/drive/MyDrive/Data/Predict/454140047_1041520394254634_5507009231419227518_n.jpg,notlabeled,0.6658,0.6658,0.0527,0.1173,0.1642
/content/drive/MyDrive/Data/Predict/454093995_8291173680903337_5663747146203397681_n.webp,notlabeled,0.344,0.1947,0.344,0.2119,0.2494
/content/drive/MyDrive/Data/Predict/454159855_1221365972230552_4680489212711198871_n.jpg,notlabeled,0.6271,0.1316,0.0647,0.1766,0.6271
/content/drive/MyDrive/Data/Predict/453430045_2646497515557415_8227912239024811178_n.jpg,notlabeled,0.3933,0.0925,0.3933,0.2662,0.248
/content/drive/MyDrive/Data/Predict/454215171_841069574689711_4533137130638211821_n.jpg,notlabeled,0.7638,0.031,0.1141,0.0911,0.7638
/content/drive/MyDrive/Data/Predict/468812694_18089563747518946_3741727273326500140_n.jpg,notlabeled,0.5914,0.0854,0.132,0.1913,0.5914
/content/drive/MyDrive/Data/Predict/454029697_18269951800240301_7939259559025355122_n.jpg,notlabeled,0.6976,0.6976,0.0978,0.0598,0.1449
